title;ingredients;instructions;label
Tiramisu Cupcakes;"1 2/3 cups cake flour
1 1/2 teaspoons baking powder
3/4 teaspoon salt
1/4 teaspoon baking soda
1/8 teaspoon ground nutmeg
1/2 cup unsalted butter
1/4 cup vegetable oil
1 cup plus 2 tablespoons white sugar
2 large eggs
1 tablespoon vanilla extract
1/4 teaspoon almond extract
2/3 cup full-fat sour cream
1/3 cup 2% milk
3/4 cup hot water
1 1/2 tablespoons instant espresso powder
1 1/2 tablespoons white sugar
1 1/2 tablespoons coffee liqueur
3/4 cup unsalted butter
2 1/2 cups confectioner's sugar
1 teaspoon vanilla extract
1/4 teaspoon salt
2 tablespoons chilled heavy cream
8 ounces mascarpone cheese
1 tablespoon unsweetened cocoa powder";"Preheat the oven to 350 degrees F (175 degrees C). Line 2 standard cupcake pans with liners.
Sift flour, baking powder, 3/4 teaspoon salt, baking soda, and nutmeg together in a bowl.
In a large bowl, beat butter, vegetable oil, and sugar together with an electric mixer until light and fluffy, about 3 minutes. Add in eggs, vanilla, and almond extract and beat on medium-high speed for 3 minutes. Add in half of flour mixture and mix until just combined. Add in sour cream and milk, and mix until just combined. Add in remaining flour mixture and mix until just combined. Divide batter amongst the prepared cupcake pans, filling each liner just over 1/2 full. 
Bake in the preheated oven until cupcakes begin to turn golden brown and tops spring back when lightly touched, 22 to 26 minutes. Cool in the pans for 10 minutes before removing to a wire rack to cool completely, about 30 minutes.
For coffee syrup, mix together hot water, espresso powder, sugar, and coffee liqueur until combined.
Use a toothpick to poke several holes in the top of each cupcake. Carefully pour about 1 tablespoon of the coffee soak over the top of each cupcake.
For mascarpone frosting: beat butter with an electric mixer until smooth, about 2 minutes. Beat in 1 cup confectioner’s sugar until combined. Add in remaining 1 1/2 cups confectioner’s sugar, vanilla, and salt; beat until totally smooth and combined. Add in heavy cream, and beat on medium speed until frosting is smooth and fluffy, about 3 minutes. Add in cold mascarpone and mix on low speed until just combined. Do not beat longer or frosting will curdle and separate. Pipe or frost cupcakes as desired.
Place cocoa powder into a fine mesh sieve and gently sift cocoa powder over the top of frosted cupcakes. Refrigerate cupcakes for at least 30 minutes before serving. Store cupcakes in the refrigerator.";regular
Chocolate Zucchini Muffins;"1 ½ cups old-fashioned oats
1 cup all-purpose flour
¼ cup unsweetened cocoa powder
1 ½ teaspoons baking powder
1 teaspoon baking soda
1 teaspoon cinnamon
½ teaspoon salt
2 cups shredded zucchini
¾ cup Greek yogurt (vanilla or plain)
1 banana (overripe)
¼ cup granulated sugar
1 teaspoon vanilla extract
2 Tablespoons honey
2 eggs
½ cup chocolate chips";"Preheat oven to 375 degrees F. Grease two 12-cup muffin tins and set aside.
Add 1 1/2 cups of oats to your blender (Vitamix) and blend until ground into a fine flour. Remove from blender and put in a medium bowl.
Mix in dry ingredients (oat flour, all-purpose flour, cocoa powder, baking powder, baking soda, cinnamon and salt) and set aside.
Add zucchini, Greek yogurt, sugar, banana, and honey to your blender and blend until smooth.
Add vanilla and eggs and blend on low speed until just combined.
Add dry ingredients and blend until combined.
Mix in chocolate chips by hand (do not blend)!
Pour batter into prepared muffin pan, making sure each well is only 3/4 full.
Bake at 375 for 20-25 minutes or until the tops are set and spring back when touched. A toothpick inserted in the center should come out clean or with very few crumbs.
Let sit in the muffin pan on a cooling rack for 5 minutes.
Run a spoon around each muffin to release from the pan and transfer to a wire rack to cool.";regular
Blueberry Baked Oatmeal;"2 cups old-fashioned oatmeal
¼ cup almond flour
1 teaspoon baking powder
¼ teaspoon baking soda
½ teaspoon fine sea salt
2 teaspoons ground cinnamon
¼ cup granulated sugar
2 Tablespoons salted butter
2 cups milk
¼ cup Vanilla Greek yogurt
2 eggs
2 teaspoons pure vanilla extract
2 cups blueberries
1 Tablespoons cinnamon sugar";"Preheat oven to 350 degrees F. Grease a 9x13” glass baking dish and set aside.
In a small bowl, combine oats, almond meal, baking powder, baking soda, salt sugar and cinnamon. Set aside.
In a separate, small microwave safe bowl, melt butter (or coconut oil).
In a large bowl, whisk together Greek yogurt, eggs, and vanilla and whisk until combined.
Add melted butter and milk and whisk until combined.
Add dry ingredients to wet ingredients and mix well.
Gently fold the blueberries into the mixture.
Spread evenly in a 9x13” pan.
Sprinkle cinnamon sugar over the top of your oatmeal.
Bake at 350 degrees F for 30-40 minutes (shorter if using fresh berries, longer if using frozen). The oatmeal should be browned on the top and the top should spring back when you gently touch it with your finger.
Let cool for 15 mintues and serve warm.";regular
Linzers;"13 Tbsp. salted butter
3/4 c. plus 3 tablespoons Almond Flour
1 1/3 c. White All-Purpose Flour
1/4 tsp. baking powder
1/4 tsp. salt
1/4 tsp. ground nutmeg
1/4 tsp. ground cinnamon
1/2 c. granulated sugar
1 Tbsp. light-brown sugar
1 large egg
1 tsp. vanilla extract
1/2 c. raspberry jam";"In a medium pot over medium heat, brown the butter (it will first melt, then foam, then brown), whisking often throughout, 5 to 7 minutes. Pour into a liquid measuring cup to cool slightly, about 5 minutes.
In the bowl of a stand mixer fitted with the paddle attachment, beat together the Bob’s Red Mill Super-Fine Almond Flour, all-purpose flour, baking powder, salt, spices, and sugars. With the mixer on low, slowly drizzle in the brown butter. Add the egg and extracts, mixing to combine.
Shape the dough into a disc. Wrap well in plastic and refrigerate until firm, about 2 hours. When you’re almost ready to roll out, preheat the oven to 350°.
Line two baking sheets with parchment paper and set aside. Place the dough between two pieces of parchment and roll to about ¼ inch thick. Remove the top piece of parchment and use a tree cutter to cut shapes. Re-roll the scraps and cut more shapes until you have used all the dough. Transfer the trees to the prepared baking sheets, leaving about ½ inch between each cookie (they will not spread much). Use a floured pastry tip to make 3 to 4 cutouts in half of your trees. To maintain the best shape, freeze cut dough for about 20 minutes, or until firm, before baking.
Transfer the chilled cookies to the oven and bake 14 to 15 minutes, or until just starting to turn lightly golden at the edges. Remove from the oven and let cool completely on the cookie sheet before sandwiching.
Dust the tops of the trees (the ones with the holes) with confectioners’ sugar. Place remaining trees flat and pipe or spoon 2 teaspoons of raspberry jam on each. Carefully place the dusted cookies on top of the jam.";regular
Beef & Broccoli;"2 Tbsp. shaoxing wine
2 Tbsp. unseasoned rice vinegar
1/2 tsp. salt
1/2 tsp. black pepper
1/3 c. plus 1/4 c.soy sauce
2 Tbsp. plus 1 1/2 tsp. cornstarch
2 Tbsp. light brown sugar
1 1/2 lb. skirt steak
4 cloves garlic
1 (1/2"") piece ginger
2 scallions
2 small heads broccoli
2/3 c. low-sodium beef broth
2 Tbsp. oyster sauce
3 Tbsp. vegetable oil, divided
Toasted sesame seeds and white rice";"In a medium bowl, combine sherry, vinegar, salt, pepper, 1/3 cup soy sauce, 1 tablespoon plus 1 1/2 teaspoons cornstarch, and 1 tablespoon brown sugar. Add steak and toss to coat. Let sit 20 minutes.
Meanwhile, finely chop garlic and ginger. Slice scallions and separate green and white parts. In a small bowl, combine garlic, ginger, and white scallion parts; reserve green parts for serving. Chop broccoli into florets and transfer to another small bowl.
In a large measuring cup, whisk broth, oyster sauce, sriracha (if using), and remaining 1/4 cup soy sauce, 1 tablespoon cornstarch, and 1 tablespoon brown sugar. When ready to cook, arrange bowls of beef, garlic mixture, broccoli, and stir-fry sauce next to stove.
In a large skillet over medium-high heat, heat 1 tablespoon oil. Add half of beef and cook, undisturbed, 1 minute, then stir and cook until cooked through and starting to char in some spots, about 1 minute more. Transfer to a plate. Repeat with 1 tablespoon oil and remaining beef. Discard excess marinade.
Return skillet to medium heat and heat remaining 1 tablespoon oil. Add garlic mixture and cook, stirring occasionally, until fragrant, about 2 minutes. Add broccoli and cook, stirring frequently, until slightly softened, about 1 minute, then add stir-fry sauce. Cover and cook 3 minutes. Uncover, return beef to skillet, and toss to coat. Cook, tossing frequently, until warmed through and broccoli is crisp-tender, 2 to 3 minutes more.
Divide rice among plates. Top with stir-fry, sesame seeds, and reserved green scallion parts.";regular
Egg Casserole;"6 oz bacon diced (about 5 slices)
1 cup onion finely chopped
1 teaspoon minced garlic
1 red bell pepper diced (about 1 cup)
1 green bell pepper diced (about 1 cup)
12 eggs beaten
½ teaspoon sea salt
¼ teaspoon pepper
1 cup shredded cheddar cheese (4 oz)";"Preheat oven to 350 degrees F.
Grease a 9x13” baking dish, set aside.
In a large skillet, over medium heat, cook diced bacon until it just starts becomes soft.
Add minced garlic and onion and cook until bacon begins to brown.
Add red pepper and green pepper, cover and cook for 5-10 minutes or until the veggies are soft and bacon is browned, stirring occasionally.
Remove from heat and let cool.
In a medium bowl, whisk together eggs.
Add sea salt and pepper and whisk to combine.
Add cooled bacon/veggie mixture to the beaten eggs and stir to combine.
Add cheese. Stir to combine.
Pour into prepared baking dish and spread the mixture evenly in the dish.
Bake in preheated oven for 25-30 minutes, or until top is set and slightly browned.
Cool for 5 minutes and serve warm.";fitness
No-Bake Chocolate Peanut Butter Cookies;"½ cup creamy peanut butter
¼ cup honey (or maple syrup)
¼ cup coconut oil (or butter)
2 Tablespoons unsweetened cocoa powder
¼ teaspoon sea salt
1 teaspoon pure vanilla extract
1 cup quick cooking oats
¼ cup unsweetened coconut (shredded)";"Line a cookie sheet with waxed paper, set aside.
Combine peanut butter, honey salt and coconut oil in a saucepan and heat, stirring continuously, until melted and well-combined.
Stir in vanilla and cocoa powder.
Add quick-cooking oats and mix well.
Add coconut and stir until completely combined.
Drop 1 TBS portions of mixture onto your prepared baking sheet. Continue until you’ve used all your cookie mixture.
Let cool in the refrigerator or freezer until hardened.
Serve cold or frozen!
Store in an airtight container in the refrigerator!";fitness
Banana Oatmeal Cookies;"3 bananas overripe (about 1 ¼ cups mashed banana)
2 Tablespoons honey (or maple syrup)
1 egg
1 teaspoon pure vanilla extract
1 ½ cup quick cooking oats
1 tsp ground cinnamon
¼ tsp fine sea salt
½ cup chocolate chips or other add ins like shredded coconut, dried cranberries, raisins, etc.";"Preheat oven to 350 degrees F. Line two baking sheets with parchment paper, set aside
In a large mixing bowl, mash the bananas.
Add honey, egg and vanilla and stir to combine.
Add oats, cinnamon and sea salt and stir until combined.
If desired, add mix-ins and stir until evenly distributed.
Use a 1 tablespoon measuring spoon or a 1 ½ TBS cookie scoop to measure portions of the dough, and place them on the prepared baking sheet spaced about 2” apart.
Bake in the preheated oven for 12-15 minutes, or until the tops are just set and the bottoms are very lightly browned.
Let cool on the baking sheet for 5 minutes before transferring to a wire cooling rack to cool completely.
Serve slightly warm or at room temperature.";fitness
Chocolate Date Energy Balls;"2 cups pitted dates
½ cup raw pecans
½ cup raw cashews
2 Tablespoons cocoa powder
½ tsp fine sea salt
2 Tablespoons almond butter
1 Tablespoon unsweetened almond milk
½ teaspoon pure vanilla extract";"Line a baking pan with wax paper, set aside. (You will not be baking these, you just need a place to set your rolled bites as you make them).
Put dates, pecans and cashews in a food processor fitted with an “S” blade or and process until the mixture is fine and uniform throughout.
Add the rest of the ingredients in the order listed (cocoa powder, salt, almond butter, almond milk, & vanilla) to the food processor and process until mixture just starts to clump together.
Roll 1 Tablespoon portions of the “dough” into balls and place them on the prepared baking sheet.
Transfer the rolled energy balls to an airtight container and store in the fridge or freezer until they are chilled/hardened.
Serve chilled or room temperature.";fitness
Pistachio Chicken;"2 pounds chicken breasts cut into strips (or chicken tenderloins)
Pure olive or avocado oil cooking spray
½ teaspoon fine sea salt
¼ teaspoon black pepper
8 ounces pistachios roasted, salted, shelled (2 Cups)";"Preheat oven to 425 degrees F.
Grease two large baking sheets - set aside.
Place pistachios in a food processor fitted with the “S” blade, or in the container of a high-powered blender and process/blend (pulse) until coarse crumbs form (be careful not to turn them into a powder). Put the crushed pistachios in a shallow bowl.
Put chicken in a bowl and spray with cooking spray (or coat with olive oil). Season lightly with salt and pepper and stir to combine.
Place chicken pieces into the bowl with the pistachios and turn to coat.
Evenly place the coated chicken on the prepared baking sheets, spray the tops with oil to seal the coating on.
*to prepare in advance: wrap the baking sheets with plastic wrap and store them in the refrigerator until ready to bake (up to 3 hours). I prefer to let them sit in the fridge for at least 30-60 minutes.
Bake in the preheated oven for 12-15 minutes or until internal temperature reaches 160 degrees F. Baking time varies based on the thickness of the chicken.";fitness
Greek Lemon Chicken and Potatoes;"4 pounds skin-on, bone-in chicken thighs
3 russet potatoes, peeled and quartered
½ cup fresh lemon juice
½ cup olive oil
6 cloves garlic, minced
1 tablespoon dried oregano
1 tablespoon kosher salt
1 teaspoon dried rosemary
1 teaspoon freshly ground black pepper
1 pinch cayenne pepper
1 cup chicken broth, divided
1 teaspoon chopped fresh oregano, or to taste";"Gather all ingredients and preheat the oven to 425 degrees F (220 degrees C). Lightly oil a large roasting pan.
Place chicken and potatoes in a large bowl. Add lemon juice, olive oil, garlic, dried oregano, salt, rosemary, black pepper, and cayenne. Toss until chicken and potatoes are evenly coated.
Place chicken pieces skin-side up in the prepared pan. Tuck potato pieces around chicken. Drizzle with 2/3 cup chicken broth. Spoon any remaining marinade from the bowl over chicken and potatoes.
Bake in the preheated oven for 20 minutes. Toss chicken and potatoes, then place chicken skin-side up again.
Continue baking until chicken is browned and cooked through, about 25 minutes more; an instant-read thermometer inserted near the bone should register 165 degrees F (74 degrees C).
Transfer chicken to a serving platter and keep warm; leave potatoes in the pan.
Turn on the broiler, or set oven to highest heat. Toss potatoes again to coat in pan juices. Place the pan under the broiler and broil until potatoes are crisped, about 3 minutes.
Transfer potatoes to the platter with chicken.
Place the roasting pan on the stovetop over medium heat. Add the remaining 1/3 cup chicken broth and scrape up browned bits from the bottom of the pan.
Strain pan juices into a measuring cup and pour over chicken and potatoes.
Sprinkle with fresh oregano.";fitness
Thai Peanut Chicken;"4 cups water
2 cups uncooked white rice
3 tablespoons soy sauce
2 tablespoons creamy peanut butter
2 teaspoons white wine vinegar
¼ teaspoon cayenne pepper
3 tablespoons olive oil
4 skinless, boneless chicken breast halves - cut into thin strips
3 tablespoons chopped garlic
1 ½ tablespoons chopped fresh ginger root
2 ½ cups broccoli florets
¾ cup chopped green onions
⅓ cup unsalted dry-roasted peanuts";"Combine water and rice in a saucepan over medium-high heat; bring to a boil. Reduce heat to low, cover, and simmer until rice is tender and liquid is absorbed, about 20 minutes.
Meanwhile, stir together soy sauce, peanut butter, vinegar, and cayenne pepper in a small bowl; set aside.
Heat olive oil in a skillet or wok over high heat. Cook and stir chicken, garlic, and ginger in hot oil until chicken is lightly browned, about 5 minutes. Reduce heat to medium and add broccoli, green onions, peanuts, and soy sauce mixture. Cook, stirring frequently, until broccoli is tender and chicken is cooked through, about 5 minutes.
Serve chicken-broccoli mixture over cooked rice.";fitness
Marinated Greek Chicken Kabobs;"1 (8 ounce) container fat-free plain yogurt
⅓ cup crumbled feta cheese with basil and sun-dried tomatoes
½ teaspoon lemon zest
2 tablespoons fresh lemon juice
2 teaspoons dried oregano
½ teaspoon salt
¼ teaspoon ground black pepper
¼ teaspoon crushed dried rosemary
1 pound skinless, boneless chicken breast halves - cut into 1 inch pieces
1 large red onion, cut into wedges
1 large green bell pepper, cut into 1 1/2 inch pieces";"In a large shallow baking dish, mix the yogurt, feta cheese, lemon zest, lemon juice, oregano, salt, pepper, and rosemary. Place the chicken in the dish, and turn to coat. Cover, and marinate 3 hours in the refrigerator.
Preheat an outdoor grill for high heat.
Thread the chicken, onion wedges, and green bell pepper pieces alternately onto skewers. Discard remaining yogurt mixture.
Grill skewers on the prepared grill until the chicken is no longer pink and juices run clear.";fitness
Cowboy Spaghetti;"6 strips bacon
1 onion, chopped
2 cloves garlic, minced
1/2 teaspoon salt
1/4 teaspoon freshly ground black pepper
1 pound ground beef
1 1/2 cups beef broth
2 teaspoons Worcestershire sauce
2 teaspoons hot sauce, or to taste
8 ounces spaghetti noodles
1 (10 ounce) can diced tomatoes with green chiles (such as Ro-Tel® Original)
1 (14.5 ounce) can fire roasted tomatoes
1 (4 ounce) can tomato sauce
1/2 cup shredded sharp Cheddar cheese
3 green onions, sliced, or as needed for garnish";"Place bacon in a large cast iron skillet and cook over medium-high heat, turning occasionally, until slightly crisp, about 7 minutes. Remove bacon slices to a paper towel-lined plate. When bacon is cool enough to handle, crumble roughly and set aside.
Add onion to the same skillet with bacon grease and sauté until softened, about 3 minutes. Add garlic, salt, and pepper. Stir until garlic is fragrant, about 30 seconds.
Add ground beef. Cook and stir until beef is crumbly and no longer pink, about 5 minutes. Lower heat to medium-low, and stir in beef broth, Worcestershire sauce, and hot sauce. Stir in 1/2 of the crumbled bacon.
Break spaghetti noodles in half. Scatter over ground beef, making sure noodles are separated. Pour tomatoes with green chiles, fire-roasted tomatoes, and tomato sauce over noodles. Cover and cook for 20 minutes.
Remove the lid and stir to combine the pasta and sauce. Smooth out mixture and scatter shredded cheese evenly over top. Sprinkle with remaining bacon. Cover and let cheese melt, about 5 minutes. Garnish with green onions; serve immediately.";fitness
Spring Roll Bowl;"4 ounces vermicelli noodles
1 pound large shrimp - peeled, deveined, and cooked
1 head butterhead lettuce, torn into bite-sized pieces
2 large carrots, peeled and julienned
1 English cucumber, julienned
1 avocado, sliced
2 green onions, sliced on a bias
1/2 cups small mint leaves (or torn large leaves)
1/4 cup salted peanuts
1/4 cup creamy peanut butter
1/4 cup canned unsweetened light coconut milk
2 tablespoons hoisin sauce
1 tablespoon lime juice
1 tablespoon chopped roasted peanuts
1 teaspoon sambal oelek (optional)
6 tablespoons rice vinegar
2 tablespoons fish sauce
1 tablespoon lime juice
1 tablespoon minced ginger
1 birds eye chile, thinly sliced (optional)";"Gather all ingredients. 
Cook vermicelli noodles according to package directions. Run under cold water to cool. Divide noodles among four bowls.
Add one fourth of the cooked shrimp to each bowl. On the side of the noodles arrange 1 cup of lettuce, 1/4  cup carrots, 1/4  cup cucumber, and 1/4  an avocado to each bowl.
Meanwhile for Nam Chom combine rice vinegar, fish sauce, lime juice, ginger, and birds eye chile (optional) in a small bowl.
For the peanut sauce combine peanut butter, coconut milk, hoisin sauce, lime juice, peanuts and sambal oelec in a small bowl; whisk until smooth. 
Top bowls with green onions, mint leaves and peanuts. Serve with peanut sauce and/or Nam Choc.";fitness
Cashew Chicken With Cauliflower Rice;"1 head cauliflower, cut into florets
2 Tbsp. sesame oil
Kosher salt
1/4 c. sweet chili sauce
3 Tbsp. low-sodium soy sauce
1 Tbsp. Sriracha
1 clove garlic, minced
Juice of 1 lime
2 red bell peppers, sliced
1 large zucchini, sliced into half moons
1 lb. boneless skinless chicken breasts, cut into cubes
1/2 c. raw cashews";"In a food processor, pulse cauliflower until florets resemble rice.
In a large skillet over medium heat, heat 1 tablespoon oil. Add cauliflower rice and season with salt. Cook until soft, 5 minutes. Set aside.
Meanwhile, make sauce: In a medium bowl, whisk together chili sauce, soy sauce, Sriracha, garlic, and lime juice.
Add remaining tablespoon oil to skillet and heat over medium-high heat. Add peppers and zucchini and cook 3 minutes, then add chicken and sauce and cook until golden and cooked through, 10 minutes more. Stir in cashews until coated in sauce.
Garnish with green onions and serve over cauliflower rice.";fitness
Oven-Baked Salmon;"2 lemons, thinly sliced
1 large skin-on salmon fillet (about 3 lb.)
Kosher salt
Freshly ground black pepper
2 cloves garlic, finely chopped
6 Tbsp. olive oil
2 Tbsp. honey
1 tsp. chopped fresh thyme leaves
1 tsp. dried oregano";"Preheat oven to 350°. Line a large rimmed baking sheet with foil, then line foil with parchment to prevent any interaction of lemon slices with foil. In center of parchment, arrange lemon slices in an even layer.
Season salmon with salt and pepper and place on top of lemon slices.
In a small bowl, whisk garlic, olive oil, honey, thyme, and oregano until combined. Pour over salmon, then fold up parchment and foil around salmon.
Bake salmon until opaque, cooked through, and flesh easily flakes with a fork, about 25 minutes.
Heat broiler. Broil salmon, watching closely, until browned in spots, 4 to 6 minutes.
Transfer lemons and salmon to a platter. Top with parsley.";fitness
Sheet-Pan Harissa Chicken & Sweet Potatoes;"3 lb. skin-on, bone-in chicken thighs
Kosher salt
Freshly ground black pepper
3 Tbsp. harissa
Juice of 1/2 lemon
2 cloves garlic, minced
3 large sweet potatoes
1 large red onion
2 Tbsp. extra-virgin olive oil
1 tsp. cumin seeds
1 tsp. ground cumin";"Season chicken all over with salt and pepper. Transfer to a large bowl and add harissa, lemon juice, and garlic. Rub into chicken with your hands to coat. Let sit at room temperature 30 minutes. 
Preheat oven to 425°. On a baking sheet, toss potatoes and onion with oil, cumin seeds, and ground cumin; season with salt and pepper. Spread in an even layer, then nestle chicken in with veggies. 
Bake until potatoes are golden and an instant-read thermometer inserted into thickest part of chicken registers 165°, 30 to 35 minutes. 
Top with cilantro. Serve with lemon wedges alongside.";fitness
Air Fryer Spinach and Artichoke Stuffed Chicken Breast;"2 oz. cream cheese
2 oz. goat cheese
2 cloves garlic
1 tsp. finely grated lemon zest
Kosher salt
Freshly ground black pepper
Olive oil cooking spray
5 oz. baby spinach
1 (15-oz.) can quartered artichoke hearts
4 (6-oz.) skinless, boneless chicken breasts
1 1/2 tsp. chili powder";"In a medium bowl, mix cream cheese, goat cheese, garlic, lemon zest, 1/4 teaspoon salt, and a few grinds of pepper.
Lightly coat an air-fryer basket with cooking spray. Place spinach in basket. Cook at 400°, tossing halfway through, until spinach is wilted, about 4 minutes (some leaves may start to dry out; that’s okay). Add spinach and artichokes to cheese mixture and stir to combine.
Using a sharp knife, make a pocket in each chicken breast, being careful not to cut all the way through. Stuff pockets with spinach mixture. Season outside of chicken with chili powder, 3/4 teaspoon salt, and 1/4 teaspoon pepper. Arrange chicken in air-fryer basket. Cook at 350°, turning halfway through, until an instant-read thermometer inserted into thickest part registers 165°, 16 to 20 minutes.";fitness
Air Fryer Eggplant Parm;"4 slices crusty white bread
1 clove garlic
1 Tbsp. plus 2 tsp. extra-virgin olive oil
Kosher salt
1 small Italian eggplant (about 1 lb.)
Freshly ground black pepper
3/4 c. marinara sauce
3/4 c. shredded mozzarella
1/4 c. packed fresh basil leaves";"In a medium bowl, toss bread, garlic, and 2 tsp. oil; season with salt. In an air-fryer basket, arrange bread in a single layer. Cook at 370°, tossing a few times, until golden and crisp, about 3 minutes. Transfer to a plate. Wipe basket clean.
Season eggplant with 1/2 teaspoon salt and a few grinds of pepper. Brush cut sides with remaining 1 tbsp. oil.
Working in batches, in air-fryer basket, arrange eggplant in a single layer, spacing about 1/4"" apart. Cook at 400°, flipping halfway through, until very tender and golden, about 12 minutes. Spoon some marinara on top of slices; top with some mozzarella. Return to air fryer and continue to cook until cheese is melted and bubbly, 1 to 2 minutes more.
Divide eggplant among plates. Top with basil and bread crumbs.";fitness
Asparagus and Eggs;"1 tablespoon olive oil
1 garlic clove, finely chopped
8 thin-stemmed asparagus stalks, trimmed
2 large eggs
salt and freshly ground black pepper to taste
1 pinch red pepper flakes (optional)";"Heat a small skillet over medium-high heat. Add olive oil and garlic; cook and stir until garlic is fragrant, about 30 seconds.
Add asparagus and cook until fork-tender, turning asparagus often to ensure even cooking, about 4 minutes.
Spread asparagus out and crack 2 eggs over the asparagus. Cover with lid and cook until egg whites are firm and yolk is done to desired consistency, about 4 minutes.
Season with salt and pepper; sprinkle with red pepper flakes and serve immediately.";fitness
Chocolate Peanut Butter Smoothie;"1 cup unsweetened almond milk
1 large banana
2 tablespoon peanut butter
2 tablespoon cocoa powder";In a high speed blender, add the milk, banana, peanut butter, and cocoa powder. Blend until combined. For a thicker smoothie, add ice and blend once more.;fitness
Fruit & Yogurt Smoothie;"3/4 cup nonfat plain yogurt
1/2 cup 100% pure fruit juice
1 1/2 cups blueberries, raspberries, pineapple, peaches";Puree yogurt with juice in a blender until smooth. With the motor running, add fruit through the hole in the lid and continue to puree until smooth.;fitness
Air Fryer Pork Chops;"½ cup grated Parmesan cheese
1 teaspoon paprika
1 teaspoon garlic powder
1 teaspoon kosher salt
1 teaspoon dried parsley
½ teaspoon ground black pepper
4 (5-ounce) boneless pork chops
2 tablespoons extra virgin olive oil";"Preheat the air fryer to 380 degrees F (190 degrees C).
Combine Parmesan cheese, paprika, garlic powder, salt, parsley, and pepper in a flat shallow dish; mix well.
Coat each pork chop with olive oil. Dredge both sides of each chop in the Parmesan mixture and set on a plate.
Place 2 chops in the basket of the air fryer and cook for 10 minutes; flipping halfway through cook time. Transfer to a cutting board and let rest for 5 minutes. Repeat with remaining chops.";fitness
Tomato Soup;"1 Tablespoon olive oil
1 medium to large carrot
1 medium yellow onion
3 garlic cloves
1 28 oz canned whole plum tomatoes
1 32 oz vegetable broth
1 15 oz can cannellini beans
2 Tablespoons tomato paste
2 Tablespoons fresh basil
1 teaspoon fresh oregano
1/2 teaspoon salt
1 generous pinch of black pepper";"In a large pot, saute the onions and carrots with a pinch of salt in olive oil until soft, about 3-4 minutes. Add the roughly chopped garlic for 30 seconds and stir often.
Add tomatoes, vegetable broth, cannellini beans, tomato paste, and salt & black pepper. Add the parmesan rind as well if you are using it. Then cover the soup and let it simmer for about 1 hour, stirring occasionally.
When the soup is finished simmering, add the basil & oregano and either use a hand-immersion blender to puree the soup in the pot or transfer the soup in batches to a blender. Blend on high until creamy and smooth. Note: If you are cooking the soup with a parmesan rind remove and discard it before blending it.";fitness
Celebrate Summer with Watermelon, Feta, and Mint Salad;"1 (3 pound) watermelon, cut into 1-inch cubes and chilled
1/4 cup extra virgin olive oil
2 tablespoons lemon juice
1 teaspoon freshly grated lemon zest
1/2 teaspoon kosher salt
freshly ground ground black pepper
4 ounces feta cheese
1/4 cup chopped fresh mint leaves";"Place the chilled watermelon cubes in a large bowl.
Whisk olive oil, lemon juice, lemon zest, kosher salt, and black pepper together in a small bowl.
Just before serving, drizzle dressing over chilled watermelon, and toss gently. Sprinkle feta cheese and mint over the watermelon, but do not mix in.";fitness
Caprese Salad;"1 cup balsamic vinegar
¼ cup honey
3 large tomatoes, cut into 1/2-inch slices
1 (16 ounce) package fresh mozzarella cheese, cut into 1/4-inch slices
¼ teaspoon salt
¼ teaspoon ground black pepper
½ cup fresh basil leaves
¼ cup extra-virgin olive oil";"Gather all ingredients. Stir balsamic vinegar and honey together in a small saucepan and place over high heat.
Bring to a boil, reduce heat to low, and simmer until mixture has reduced to 1/3 cup, about 10 minutes. Set aside to cool.
Arrange alternating slices of tomato and mozzarella decoratively on a serving platter.
Sprinkle with salt and black pepper, tuck basil leaves around slices, and drizzle with olive oil and the balsamic reduction.";fitness
Vanilla pancakes;"150 ml egg whites
50 g whey protein
(vanilla flavour)
60g oat flour
50 ml water
1 tsp baking powder";"In a bowl, mix whey protein, oat flour, and baking powder. Then, add egg whites and water to the mixture.
Next, use coconut oil to grease the hot pan. Pour two large spoonfuls of the mixture onto the pan. After 45 seconds to 1 minute, flip the pancake and cook for an additional 15-30 seconds.
For toppings, consider using 10-20g of peanut butter, sugar-free maple syrup, and sugar-free strawberry jam. Keep in mind that toppings will add additional calories.";fitness
Homemade tortellini;"2 eggs
200 g spelt flour
20 g blue cheese
salt, rosemary, basil,
oregano, garlic
454 g shrimps
32 g light cream cheese
20 ml olive oil";"In a bowl, mix spelt flour, eggs, salt, and rosemary. Use your hands to make a dough and then roll it out with a rolling pin to a thickness of 2 mm. Use a glass to make dough circles, fill them with a piece (around 0.5 g - 1 g) of blue cheese. Fold the circle in half, press the edges well, and then join the two ends to form the tortellini. Cook the tortellini in boiling water for 10 minutes.
Put a few drops of olive oil in the pot. When it heats up, add frozen shrimp and spices such as garlic, salt, basil, rosemary, and oregano. Cover and let it cook on low heat for 10 minutes.
Meanwhile, mix light cream cheese and truffle oil or olive oil in a bowl. Add it into the liquid released by the shrimp and let everything cook together for another 2 minutes. Turn off the heat and mix the tortellini into the shrimp sauce.";fitness
Tuna burritos;"3 mini keto tortillas
130 g tuna in water
20 g mozzarella cheese
30 g light cream cheese
tomato, pickles
1 tbsp sweet corn
salt, rosemary, basil, oregano";"Mix one whole egg and egg whites. Add salt and oregano, then bake them for 2-3 minutes.
When the scrambled eggs are done, place them on the keto bun and add peanut butter.
";fitness
